Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
0.1536,623,2611.9275,4.1925
0.1538,647,2711.9006,4.1915
0.1540,693.5,2907.4988,4.1925
0.1542,690.5,2894.231,4.1915
0.1544,727.5,3050.7712,4.1935
0.1546,628.5,2634.3579,4.1915
0.1548,606,2540.0491,4.1915
0.1550,662,2776.0969,4.1935
0.1552,637.5,2672.0813,4.1915
0.1554,651.5,2733.0427,4.195
0.1556,405.5,1700.4642,4.1935
0.1558,268,1123.858,4.1935
0.1560,278,1165.515,4.1925
0.1562,343,1438.3705,4.1935
0.1564,338,1417.403,4.1935
0.1566,395,1656.6299,4.194
0.1568,406.5,1704.6577,4.1935
0.1570,347.5,1456.8938,4.1925
0.1572,380,1591.4401,4.188
0.1574,694,2908.9011,4.1915
0.1576,699.5,2934.4026,4.195
0.1578,418.5,1755.6075,4.195
0.1580,228,956.118,4.1935
0.1582,214.5,899.613,4.194
0.1584,187.5,786.0938,4.1925
0.1586,203.5,853.1738,4.1925
0.1588,209,876.4415,4.1935
0.1590,208.5,874.449,4.194
0.1592,188.5,790.4747,4.1935
0.1594,190.5,798.6713,4.1925
0.1596,245,1027.1625,4.1925
0.1598,266.5,1117.0348,4.1915
0.1600,327,1370.9475,4.1925
0.1602,343,1438.5419,4.194
0.1604,304.5,1275.5505,4.189
0.1606,499.5,2094.9028,4.194
0.1608,485,2032.8776,4.1915
0.1610,636.5,2670.1177,4.195
0.1612,515.5,2163.0381,4.196
0.1614,425,1780.75,4.19
0.1616,618.5,2593.0613,4.1925
0.1618,615.5,2579.2527,4.1905
0.1620,714,2995.9441,4.196
0.1622,481.5,2019.1703,4.1935
0.1624,357,1495.473,4.189
0.1626,502,2105.8899,4.195
0.1628,459.5,1925.9944,4.1915
0.1630,452,1895.01,4.1925
0.1632,532,2232.272,4.196
0.1634,380.5,1595.2463,4.1925
0.1636,322,1350.307,4.1935
0.1638,456.5,1913.4198,4.1915
0.1640,722.5,3028.3589,4.1915
0.1642,769,3224.0325,4.1925
0.1644,735.5,3083.5837,4.1925
0.1646,749,3143.9277,4.1975
0.1648,409,1715.3459,4.194
0.1650,323.5,1356.2738,4.1925
0.1652,363.5,1524.3373,4.1935
0.1654,352.5,1477.1511,4.1905
0.1656,487.5,2046.0375,4.197
0.1658,281.5,1180.4702,4.1935
0.1660,245,1027.1625,4.1925
0.1662,300,1257.1499,4.1905
0.1664,363,1522.2405,4.1935
0.1666,337.5,1414.6313,4.1915
0.1668,447,1874.0476,4.1925
0.1670,510.5,2141.5476,4.195
0.1672,338,1417.403,4.1935
0.1674,344.5,1444.6608,4.1935
0.1676,351.5,1473.6638,4.1925
0.1678,463.5,1942.7604,4.1915
0.1680,648,2716.74,4.1925
0.1682,656.5,2753.0327,4.1935
0.1684,597.5,2507.7075,4.197
0.1686,443.5,1858.9303,4.1915
0.1688,545,2284.3677,4.1915
0.1690,638.5,2678.5076,4.195
0.1692,470.5,1971.6301,4.1905
0.1694,549.5,2303.7788,4.1925
0.1696,654.5,2744.6458,4.1935
0.1698,576.5,2417.5527,4.1935
0.1700,515,2159.1375,4.1925
0.1702,509,2133.9827,4.1925
0.1704,529.5,2218.605,4.19
0.1706,708,2968.998,4.1935
0.1708,711,2980.1567,4.1915
0.1710,742,3110.8352,4.1925
0.1712,673.5,2823.6489,4.1925
0.1714,645,2704.1626,4.1925
0.1716,707.5,2966.1938,4.1925
0.1718,750.5,3146.4714,4.1925
0.1720,778,3262.9319,4.194
0.1722,677,2838.3225,4.1925
0.1724,726,3043.7551,4.1925
0.1726,744.5,3122.4329,4.194
0.1728,604,2532.27,4.1925
0.1730,602,2523.885,4.1925
0.1732,643.5,2698.5173,4.1935
0.1734,634,2658.0452,4.1925
0.1736,685.5,2874.6443,4.1935
0.1738,733,3073.1025,4.1925
0.1740,775.5,3252.0593,4.1935
0.1742,586.5,2458.9014,4.1925
0.1744,614,2573.5811,4.1915
0.1746,744.5,3122.0608,4.1935
0.1748,660.5,2769.1462,4.1925
0.1750,536.5,2248.7397,4.1915
0.1752,554.5,2324.7412,4.1925
0.1754,552,2314.26,4.1925
0.1756,556,2331.03,4.1925
0.1758,532.5,2232.5063,4.1925
0.1760,552.5,2316.3562,4.1925
0.1762,606,2540.655,4.1925
0.1764,722.5,3029.0813,4.1925
0.1766,758,3179.8101,4.195
0.1768,683.5,2865.5737,4.1925
0.1770,745.5,3125.5088,4.1925
0.1772,718,3010.9331,4.1935
0.1774,645,2704.1626,4.1925
0.1776,714,2992.0168,4.1905
0.1778,812,3405.5278,4.194
0.1780,768,3220.6079,4.1935
0.1782,728,3053.2319,4.194
0.1784,724.5,3038.5527,4.194
0.1786,754.5,3162.4868,4.1915
0.1788,830.5,3483.9478,4.195
0.1790,845.5,3542.645,4.19
0.1792,815.5,3418.1685,4.1915
0.1794,714,2992.7312,4.1915
0.1796,694.5,2909.9551,4.19
0.1798,721,3023.8738,4.194
0.1800,591.5,2479.8638,4.1925
0.1802,724,3035.3701,4.1925
0.1804,836.5,3507.0264,4.1925
0.1806,890.5,3735.6477,4.195
0.1808,686,2876.741,4.1935
0.1810,461,1933.2035,4.1935
0.1812,435,1823.3026,4.1915
0.1814,445,1866.1075,4.1935
0.1816,422.5,1772.3876,4.195
0.1818,388,1625.72,4.19
0.1820,535.5,2245.6194,4.1935
0.1822,580.5,2433.7463,4.1925
0.1824,619.5,2596.6343,4.1915
0.1826,627,2628.6975,4.1925
0.1828,649,2719.6343,4.1905
0.1830,691.5,2900.8425,4.195
0.1832,490,2053.345,4.1905
0.1834,510.5,2141.5476,4.195
0.1836,479,2009.405,4.195
0.1838,450.5,1888.2709,4.1915
0.1840,454.5,1905.4913,4.1925
0.1842,458.5,1922.2614,4.1925
0.1844,509,2134.4915,4.1935
0.1846,532,2230.9421,4.1935
0.1848,567.5,2378.6763,4.1915
0.1850,551,2309.5166,4.1915
0.1852,579.5,2428.9744,4.1915
0.1854,758,3179.8101,4.195
0.1856,728,3052.8679,4.1935
0.1858,825,3463.7627,4.1985
0.1860,640,2684.8,4.195
0.1862,691,2898.7451,4.195
0.1864,760.5,3190.2976,4.195
0.1866,709.5,2975.2883,4.1935
0.1868,707,2963.3906,4.1915
0.1870,800,3352,4.19
0.1872,847.5,3555.2627,4.195
0.1874,875,3667.5627,4.1915
0.1876,936,3923.2441,4.1915
0.1878,930.5,3901.1213,4.1925
0.1880,893,3743.0098,4.1915
0.1882,907.5,3803.7864,4.1915
0.1884,926.5,3885.2778,4.1935
0.1886,936,3923.2441,4.1915
0.1888,833.5,3493.6155,4.1915
0.1890,831.5,3487.3108,4.194
0.1892,879,3685.2075,4.1925
0.1894,895.5,3755.2793,4.1935
0.1896,748.5,3138.0864,4.1925
0.1898,801.5,3361.0903,4.1935
0.1900,754,3159.6367,4.1905
0.1902,830,3481.0198,4.194
0.1904,810,3395.925,4.1925
0.1906,656,2750.936,4.1935
0.1908,582.5,2442.1313,4.1925
0.1910,517,2167.5225,4.1925
0.1912,453.5,1901.2988,4.1925
0.1914,320.5,1344.4976,4.195
0.1916,199,834.3075,4.1925
0.1918,220.5,924.6667,4.1935
0.1920,219.5,920.4733,4.1935
0.1922,216,905.796,4.1935
0.1924,193.5,811.2488,4.1925
0.1926,214.5,899.2913,4.1925
0.1928,244,1023.214,4.1935
0.1930,248,1040.36,4.195
0.1932,177,742.0725,4.1925
0.1934,234.5,983.1413,4.1925
0.1936,335.5,1406.9193,4.1935
0.1938,338.5,1419.4998,4.1935
0.1940,362.5,1519.4188,4.1915
0.1942,578,2424.7102,4.195
0.1944,443,1857.2776,4.1925
0.1946,444.5,1862.0105,4.189
0.1948,620.5,2604.5488,4.1975
0.1950,383,1605.7275,4.1925
0.1952,341.5,1432.0803,4.1935
0.1954,353.5,1482.0488,4.1925
0.1956,330.5,1384.795,4.19
0.1958,523.5,2196.0825,4.195
0.1960,469,1967.4551,4.195
0.1962,457,1915.9725,4.1925
0.1964,581,2435.2617,4.1915
0.1966,524,2198.1802,4.195
0.1968,333,1396.4355,4.1935
0.1970,359.5,1507.2037,4.1925
0.1972,341.5,1431.7388,4.1925
0.1974,417,1747.23,4.19
0.1976,684.5,2870.4507,4.1935
0.1978,681.5,2856.5073,4.1915
0.1980,658,2758.0071,4.1915
0.1982,730,3059.7952,4.1915
0.1984,570.5,2394.3884,4.197
0.1986,260.5,1092.537,4.194
0.1988,231,968.6985,4.1935
0.1990,206,863.655,4.1925
0.1992,233,977.0855,4.1935
0.1994,236,989.666,4.1935
0.1996,233.5,979.299,4.194
0.1998,211,884.8285,4.1935
0.2000,231.5,970.7953,4.1935
0.2002,236.5,991.7628,4.1935
0.2004,236,989.666,4.1935
0.2006,209.5,878.1193,4.1915
0.2008,231,968.4675,4.1925
0.2010,260,1089.5299,4.1905
0.2012,335.5,1406.9193,4.1935
0.2014,302,1266.135,4.1925
0.2016,315,1319.85,4.19
0.2018,517,2167.5225,4.1925
0.2020,574.5,2410.0276,4.195
0.2022,435,1823.7375,4.1925
0.2024,483.5,2027.7988,4.194
0.2026,528.5,2217.5859,4.196
0.2028,540.5,2266.8569,4.194
0.2030,665.5,2789.4434,4.1915
0.2032,807.5,3384.6365,4.1915
0.2034,802.5,3364.4814,4.1925
0.2036,836,3505.7661,4.1935
0.2038,780.5,3272.2463,4.1925
0.2040,662,2774.7732,4.1915
0.2042,745.5,3125.5088,4.1925
0.2044,796,3337.23,4.1925
0.2046,761.5,3195.2542,4.196
0.2048,553,2318.4526,4.1925
0.2050,493,2065.6699,4.19
0.2052,536.5,2249.8127,4.1935
0.2054,379.5,1591.0538,4.1925
0.2056,355,1488.3375,4.1925
0.2058,364,1526.434,4.1935
0.2060,385,1614.4976,4.1935
0.2062,374,1567.995,4.1925
0.2064,355.5,1490.7893,4.1935
0.2066,350,1467.375,4.1925
0.2068,372.5,1562.0787,4.1935
0.2070,375,1572.5625,4.1935
0.2072,367,1538.6476,4.1925
0.2074,348.5,1461.0863,4.1925
0.2076,375.5,1574.2838,4.1925
0.2078,385.5,1616.5942,4.1935
0.2080,380.5,1595.2463,4.1925
0.2082,355.5,1490.4338,4.1925
0.2084,369.5,1549.1288,4.1925
0.2086,374.5,1570.4658,4.1935
0.2088,382,1601.917,4.1935
0.2090,358,1500.915,4.1925
0.2092,374.5,1570.0913,4.1925
0.2094,398,1668.217,4.1915
0.2096,462,1937.397,4.1935
0.2098,456.5,1914.3328,4.1935
0.2100,467.5,1959.0586,4.1905
0.2102,661.5,2774.3308,4.194
0.2104,569,2385.5325,4.1925
0.2106,557,2335.2227,4.1925
0.2108,731.5,3066.0823,4.1915
0.2110,836.5,3507.0264,4.1925
0.2112,714,2994.1589,4.1935
0.2114,479.5,2010.7833,4.1935
0.2116,482.5,2021.9161,4.1905
0.2118,685.5,2874.6443,4.1935
0.2120,600.5,2517.5964,4.1925
0.2122,621,2602.3003,4.1905
0.2124,674,2825.7451,4.1925
0.2126,607.5,2545.7285,4.1905
0.2128,733.5,3075.9324,4.1935
0.2130,603.5,2530.1738,4.1925
0.2132,585,2453.1975,4.1935
0.2134,620.5,2599.2747,4.189
0.2136,696,2917.98,4.1925
0.2138,549.5,2303.7788,4.1925
0.2140,537.5,2252.125,4.19
0.2142,733,3073.8354,4.1935
0.2144,585.5,2453.2451,4.19
0.2146,702,2944.8901,4.195
0.2148,644.5,2702.0664,4.1925
0.2150,606,2540.655,4.1925
0.2152,540.5,2264.6951,4.19
0.2154,714,2992.7312,4.1915
0.2156,780,3270.1501,4.1925
0.2158,776.5,3257.4177,4.195
0.2160,500.5,2099.5977,4.195
0.2162,372.5,1560.4026,4.189
0.2164,382,1602.8721,4.196
0.2166,217,909.7725,4.1925
0.2168,229,960.3115,4.1935
0.2170,231.5,970.7953,4.1935
0.2172,226.5,949.8278,4.1935
0.2174,202,846.885,4.1925
0.2176,253,1060.9554,4.1935
0.2178,296,1241.276,4.1935
0.2180,325.5,1364.9843,4.1935
0.2182,294,1232.5951,4.1925
0.2184,438.5,1839.0688,4.194
0.2186,529.5,2218.605,4.19
0.2188,526,2205.781,4.1935
0.2190,381.5,1599.4388,4.1925
0.2192,435,1824.1725,4.1935
0.2194,459,1927.1116,4.1985
0.2196,372,1559.61,4.1925
0.2198,339,1420.9186,4.1915
0.2200,570.5,2391.8213,4.1925
0.2202,714.5,2995.5413,4.1925
0.2204,716.5,3003.21,4.1915
0.2206,675,2830.6125,4.1935
0.2208,531,2226.7485,4.1935
0.2210,541,2267.6016,4.1915
0.2212,611,2561.6177,4.1925
0.2214,708.5,2973.929,4.1975
0.2216,433.5,1817.4489,4.1925
0.2218,419.5,1760.6415,4.197
0.2220,234.5,983.3757,4.1935
0.2222,203,851.2805,4.1935
0.2224,187,784.1845,4.1935
0.2226,212,889.022,4.1935
0.2228,215,901.6025,4.1935
0.2230,208,872.3519,4.194
0.2232,184.5,773.3318,4.1915
0.2234,208.5,874.3448,4.1935
0.2236,212,889.022,4.1935
0.2238,213,893.322,4.194
0.2240,185,775.6125,4.1925
0.2242,206,863.861,4.1935
0.2244,216.5,907.8928,4.1935
0.2246,218.5,916.2798,4.1935
0.2248,194.5,815.4413,4.1925
0.2250,203,851.2805,4.1935
0.2252,214.5,899.613,4.194
0.2254,214,897.409,4.1935
0.2256,199,834.5065,4.1935
0.2258,193,809.1525,4.1925
0.2260,240.5,1008.2963,4.1925
0.2262,244,1023.3359,4.194
0.2264,186,779.805,4.1925
0.2266,209,876.0236,4.1915
0.2268,321,1346.1135,4.1935
0.2270,336.5,1410.7762,4.1925
0.2272,363,1521.5145,4.1915
0.2274,559.5,2347.6621,4.196
0.2276,447.5,1875.6963,4.1915
0.2278,435.5,1824.745,4.19
0.2280,599.5,2515.502,4.196
0.2282,446.5,1871.9513,4.1925
0.2284,506,2121.405,4.1925
0.2286,587.5,2463.6814,4.1935
0.2288,444,1861.4701,4.1925
0.2290,435,1820.6925,4.1855
0.2292,633,2655.4351,4.195
0.2294,474.5,1989.3413,4.1925
0.2296,435.5,1827.7935,4.197
0.2298,340,1425.4501,4.1925
0.2300,341,1429.9835,4.1935
0.2302,345,1446.0675,4.1915
0.2304,515.5,2161.2339,4.1925
0.2306,673,2823.908,4.196
0.2308,487.5,2044.3313,4.1935
0.2310,367,1538.6476,4.1925
0.2312,365,1529.5325,4.1905
0.2314,578,2423.2651,4.1925
0.2316,699.5,2932.6538,4.1925
0.2318,701,2940.6951,4.195
0.2320,316.5,1327.2428,4.1935
0.2322,220.5,924.6667,4.1935
0.2324,214.5,899.5057,4.1935
0.2326,229.5,962.4083,4.1935
0.2328,230,964.505,4.1935
0.2330,220,922.57,4.1935
0.2332,210,880.635,4.1935
0.2334,228,956.118,4.1935
0.2336,241.5,1012.7303,4.1935
0.2338,252,1056.2581,4.1915
0.2340,309,1295.4825,4.1925
0.2342,319.5,1339.5038,4.1925
0.2344,332,1391.0801,4.19
0.2346,516,2163.3301,4.1925
0.2348,578.5,2429.4109,4.1995
0.2350,396,1660.2301,4.1925
0.2352,501.5,2103.7925,4.195
0.2354,504,2113.5239,4.1935
0.2356,502.5,2107.2339,4.1935
0.2358,502.5,2106.7312,4.1925
0.2360,573.5,2404.3989,4.1925
0.2362,672,2816.6882,4.1915
0.2364,711,2980.8677,4.1925
0.2366,692,2901.21,4.1925
0.2368,722,3026.2632,4.1915
0.2370,626,2623.8792,4.1915
0.2372,607,2543.6333,4.1905
0.2374,673.5,2824.3223,4.1935
0.2376,611.5,2564.3252,4.1935
0.2378,714.5,2995.5413,4.1925
0.2380,749,3140.1826,4.1925
0.2382,752,3153.512,4.1935
0.2384,775.5,3250.5083,4.1915
0.2386,759.5,3184.2039,4.1925
0.2388,706,2961.6702,4.195
0.2390,577,2419.0725,4.1925
0.2392,600,2516.1001,4.1935
0.2394,530.5,2223.0601,4.1905
0.2396,584.5,2451.1008,4.1935
0.2398,696.5,2921.8176,4.195
0.2400,620.5,2601.4463,4.1925
0.2402,583.5,2446.3237,4.1925
0.2404,604,2531.666,4.1915
0.2406,686,2876.0552,4.1925
0.2408,713,2987.47,4.19
0.2410,807.5,3386.2512,4.1935
0.2412,710.5,2978.0608,4.1915
0.2414,697,2920.7783,4.1905
0.2416,794.5,3331.7358,4.1935
0.2418,779.5,3268.054,4.1925
0.2420,813.5,3408.9717,4.1905
0.2422,897,3760.6726,4.1925
0.2424,870,3647.4751,4.1925
0.2426,877.5,3678.0415,4.1915
0.2428,784,3286.9202,4.1925
0.2430,737.5,3093.8127,4.195
0.2432,529,2217.8325,4.1925
0.2434,435,1821.1276,4.1865
0.2436,791,3316.2676,4.1925
0.2438,872.5,3657.9563,4.1925
0.2440,856.5,3590.02,4.1915
0.2442,884.5,3706.4971,4.1905
0.2444,968,4057.3721,4.1915
0.2446,813,3409.3154,4.1935
0.2448,764,3203.0701,4.1925
0.2450,770.5,3228.395,4.19
0.2452,807.5,3385.4438,4.1925
0.2454,791.5,3319.1553,4.1935
0.2456,747,3131.7976,4.1925
0.2458,826,3463.8311,4.1935
0.2460,787,3299.4976,4.1925
0.2462,827.5,3470.1213,4.1935
0.2464,739,3098.2576,4.1925
0.2466,855.5,3585.8284,4.1915
0.2468,950,3984.2998,4.194
0.2470,840,3522.9597,4.194
0.2472,770,3224.7603,4.188
0.2474,971.5,4073.0139,4.1925
0.2476,1052.5,4412.6064,4.1925
0.2478,1052,4411.562,4.1935
0.2480,1001.5,4197.7876,4.1915
0.2482,1039,4356.0078,4.1925
0.2484,1035,4339.2378,4.1925
0.2486,1057,4431.4727,4.1925
0.2488,1032.5,4327.7241,4.1915
0.2490,1046,4385.355,4.1925
0.2492,1021.9999,4283.7129,4.1915
0.2494,1046.5,4387.4512,4.1925
0.2496,1028,4309.8901,4.1925
0.2498,1021.5,4281.6177,4.1915
0.2500,1056.5,4429.3765,4.1925
0.2502,1065.5,4467.1089,4.1925
0.2504,1021.9999,4284.7349,4.1925
0.2506,1016.0001,4257.5479,4.1905
0.2508,1098.5,4605.4614,4.1925
0.2510,1116.5,4679.8101,4.1915
0.2512,1122,4703.9854,4.1925
0.2514,1085.5,4549.8735,4.1915
0.2516,1170.5,4906.1509,4.1915
0.2518,1126.5,4720.5981,4.1905
0.2520,1112.5,4664.1562,4.1925
0.2522,973,4079.3025,4.1925
0.2524,964.5,4042.7019,4.1915
0.2526,1040,4357.6001,4.19
0.2528,1062.5,4453.4688,4.1915
0.2530,1053.5,4415.7456,4.1915
0.2532,1045.5,4383.2588,4.1925
0.2534,998.5,4185.2129,4.1915
0.2536,1011.9999,4241.7979,4.1915
0.2538,942,3946.0381,4.189
0.2540,909,3808.71,4.19
0.2542,1027,4305.6978,4.1925
0.2544,896,3756.48,4.1925
0.2546,856.5,3591.7327,4.1935
0.2548,982.5,4117.166,4.1905
0.2550,1119,4691.4077,4.1925
0.2552,1155,4842.3374,4.1925
0.2554,1191,4993.2676,4.1925
0.2556,1209,5069.9414,4.1935
0.2558,1147,4809.9443,4.1935
0.2560,1136,4763.8159,4.1935
0.2562,1090,4567.6445,4.1905
0.2564,1056,4428.3359,4.1935
0.2566,860,3604.6902,4.1915
0.2568,941.5,3948.1802,4.1935
0.2570,876,3673.5061,4.1935
0.2572,850.5,3565.7214,4.1925
0.2574,843.5,3536.3738,4.1925
0.2576,906,3798.405,4.1925
0.2578,823,3448.3701,4.19
0.2580,917.5,3844.7834,4.1905
0.2582,938.5,3935.5999,4.1935
0.2584,976.5,4093.9763,4.1925
0.2586,1104.5,4636.1392,4.1975
0.2588,854,3577.406,4.189
0.2590,996.5,4177.8262,4.1925
0.2592,950,3981.9253,4.1915
0.2594,1068,4476.522,4.1915
0.2596,947,3969.3506,4.1915
0.2598,1076.5,4513.2266,4.1925
0.2600,1088.5,4562.4478,4.1915
0.2602,988.5,4144.2861,4.1925
0.2604,1028.5,4310.958,4.1915
0.2606,1037.5,4352.3125,4.195
0.2608,827,3468.0244,4.1935
0.2610,827.5,3469.2939,4.1925
0.2612,802.5,3365.2837,4.1935
0.2614,769.5,3226.1289,4.1925
0.2616,850,3567.8752,4.1975
0.2618,557,2331.8806,4.1865
0.2620,699.5,2934.4026,4.195
0.2622,522,2187.9631,4.1915
0.2624,826,3463.8311,4.1935
0.2626,812,3403.498,4.1915
0.2628,657.5,2757.5549,4.194
0.2630,413.5,1734.0122,4.1935
0.2632,430,1802.775,4.1925
0.2634,432,1811.16,4.1925
0.2636,424,1778.0441,4.1935
0.2638,410.5,1720.6108,4.1915
0.2640,434,1819.979,4.1935
0.2642,432,1811.16,4.1925
0.2644,430,1803.2051,4.1935
0.2646,401.5,1683.6903,4.1935
0.2648,422,1769.657,4.1935
0.2650,433,1815.3525,4.1925
0.2652,432,1811.16,4.1925
0.2654,407,1706.3475,4.1925
0.2656,424.5,1779.7163,4.1925
0.2658,430.5,1804.8713,4.1925
0.2660,430.5,1805.3018,4.1935
0.2662,407.5,1708.4438,4.1925
0.2664,418.5,1754.5613,4.1925
0.2666,431.5,1809.0638,4.1925
0.2668,419,1756.6576,4.1925
0.2670,383,1605.7275,4.1925
0.2672,386.5,1620.7877,4.1935
0.2674,399.5,1675.3032,4.1935
0.2676,398,1669.0131,4.1935
0.2678,383.5,1608.2073,4.1935
0.2680,382,1601.535,4.1925
0.2682,399,1673.2065,4.1935
0.2684,400,1677.4,4.1935
0.2686,388,1626.6901,4.1925
0.2688,379.5,1591.0538,4.1925
0.2690,399,1673.2065,4.1935
0.2692,421.5,1765.2421,4.188
0.2694,593,2486.7456,4.1935
0.2696,518.5,2174.3298,4.1935
0.2698,608.5,2550.5278,4.1915
0.2700,1052.5,4411.5537,4.1915
0.2702,1027,4307.2378,4.194
0.2704,810.5,3395.9951,4.19
0.2706,1072.5,4496.4565,4.1925
0.2708,1079.5,4523.6445,4.1905
0.2710,1081.5,4533.1074,4.1915
0.2712,1100.5,4612.7461,4.1915
0.2714,1130,4736.395,4.1915
0.2716,1127,4724.9478,4.1925
0.2718,1142,4786.6934,4.1915
0.2720,1259,5277.0986,4.1915
0.2722,1333,5588.6025,4.1925
0.2724,1353,5671.0996,4.1915
0.2726,1340,5617.9502,4.1925
0.2728,1341,5620.8018,4.1915
0.2730,1320,5532.7803,4.1915
0.2732,1419,5949.1577,4.1925
0.2734,1380.5,5789.127,4.1935
0.2736,1290.5,5409.1309,4.1915
0.2738,1373.5,5758.3989,4.1925
0.2740,1402,5876.4834,4.1915
0.2742,1286,5391.5552,4.1925
0.2744,1222.5,5124.1089,4.1915
0.2746,1203.5,5045.6738,4.1925
0.2748,1188.5,4982.7866,4.1925
0.2750,1141,4783.6426,4.1925
0.2752,1097.5,4601.269,4.1925
0.2754,1061,4448.2427,4.1925
0.2756,1080,4526.8203,4.1915
0.2758,1160.5,4866.5566,4.1935
0.2760,1124,4711.2461,4.1915
0.2762,1149,4816.0337,4.1915
0.2764,1157,4849.5659,4.1915
0.2766,1177.5,4936.6689,4.1925
0.2768,1143.5,4794.124,4.1925
0.2770,1080,4525.7397,4.1905
0.2772,1118,4686.0972,4.1915
0.2774,1121,4699.7925,4.1925
0.2776,1119,4691.4077,4.1925
0.2778,1105,4632.7124,4.1925
0.2780,1125,4716.5625,4.1925
0.2782,1150.5,4823.4712,4.1925
0.2784,1142.5,4788.7891,4.1915
0.2786,1149,4814.8843,4.1905
0.2788,1160.5,4865.3965,4.1925
0.2790,1146.5,4805.5552,4.1915
0.2792,1170,4905.2251,4.1925
0.2794,1155,4842.3374,4.1925
0.2796,1171.5,4911.5137,4.1925
0.2798,1173,4916.6299,4.1915
0.2800,1252,5250.2622,4.1935
0.2802,1207.5,5061.2363,4.1915
0.2804,1233.5,5172.6821,4.1935
0.2806,1052,4410.5103,4.1925
0.2808,1023,4288.9277,4.1925
0.2810,1148,4812.9902,4.1925
0.2812,1144.5,4795.4551,4.19
0.2814,1264.5,5300.1519,4.1915
0.2816,1307,5479.5977,4.1925
0.2818,1287,5397.6777,4.194
0.2820,1116.5,4678.6929,4.1905
0.2822,1175,4925.0127,4.1915
0.2824,1226.5,5142.1016,4.1925
0.2826,1274,5342.519,4.1935
0.2828,1119,4690.2886,4.1915
0.2830,1111,4656.7568,4.1915
0.2832,1102.5,4623.334,4.1935
0.2834,1082.5,4538.3813,4.1925
0.2836,1061,4447.1816,4.1915
0.2838,1073,4498.5527,4.1925
0.2840,1082,4536.2852,4.1925
0.2842,1059,4439.8574,4.1925
0.2844,1078.5,4521.6113,4.1925
0.2846,1113,4666.2524,4.1925
0.2848,1190.5,4989.981,4.1915
0.2850,1182.5,4954.6753,4.19
0.2852,1341.5,5622.8975,4.1915
0.2854,1422,5960.3135,4.1915
0.2856,1423,5965.9277,4.1925
0.2858,1368.5,5737.4365,4.1925
0.2860,1406,5893.249,4.1915
0.2862,1424,5968.6963,4.1915
0.2864,1423.5,5968.0239,4.1925
0.2866,1423.5,5966.6006,4.1915
0.2868,1412,5919.8101,4.1925
0.2870,1407.5,5900.9438,4.1925
0.2872,1450,6081.2998,4.194
0.2874,1405.5,5896.0728,4.195
0.2876,1434.5,6015.5757,4.1935
0.2878,1318,5525.7153,4.1925
0.2880,1215.5,5095.9839,4.1925
0.2882,1192,4997.46,4.1925
0.2884,1163.5,4877.9741,4.1925
0.2886,1146.5,4805.5552,4.1915
0.2888,1196,5013.0342,4.1915
0.2890,1180.5,4948.0659,4.1915
0.2892,1193.5,5002.5557,4.1915
0.2894,1217.5,5105.5864,4.1935
0.2896,1181.5,4953.439,4.1925
0.2898,1181.5,4952.2573,4.1915
0.2900,1222.5,5125.3315,4.1925
0.2902,1218.5,5107.3428,4.1915
0.2904,1142,4786.6934,4.1915
0.2906,1202.5,5040.2788,4.1915
0.2908,1252.5,5249.854,4.1915
0.2912,1351,5664.0679,4.1925
0.2914,1189.5,4986.979,4.1925
0.2916,1129.5,4734.2993,4.1915
0.2918,1246,5223.855,4.1925
0.2920,1235,5176.5029,4.1915
0.2922,1226.5,5140.875,4.1915
0.2924,1294.5,5429.1328,4.194
0.2926,1054,4419.9492,4.1935
0.2928,909.5,3813.9883,4.1935
0.2930,917,3844.5227,4.1925
0.2932,907.5,3804.6938,4.1925
0.2934,890,3731.3252,4.1925
0.2936,916.5,3841.51,4.1915
0.2938,1198,5023.813,4.1935
0.2940,1180,4950.1001,4.195
0.2942,1172,4912.438,4.1915
0.2944,1241.5,5201.8853,4.19
0.2946,1363.5,5715.1104,4.1915
0.2948,1315.5,5516.5493,4.1935
0.2950,1274.5,5347.8022,4.196
0.2952,1215.5,5094.7686,4.1915
0.2954,1338,5606.8887,4.1905
0.2956,1328.5,5568.4082,4.1915
0.2958,1299.5,5449.4531,4.1935
0.2960,1264.5,5298.8872,4.1905
0.2962,1435.5,6016.8984,4.1915
0.2964,1360.5,5701.1748,4.1905
0.2966,1384,5804.4956,4.194
0.2968,1027,4306.7246,4.1935
0.2970,911,3819.3677,4.1925
0.2972,924,3873.8701,4.1925
0.2974,947.5,3972.3938,4.1925
0.2976,947,3969.3506,4.1915
0.2978,963.5,4039.4739,4.1925
0.2980,912,3825.8401,4.195
0.2982,832.5,3491.0889,4.1935
0.2984,832.5,3487.3425,4.189
0.2986,821.5,3443.3174,4.1915
0.2988,831,3481.8901,4.19
0.2990,1064,4463.48,4.195
0.2992,882,3697.7852,4.1925
0.2994,977,4097.0493,4.1935
0.2996,957.5,4011.925,4.19
0.2998,971.5,4073.9854,4.1935
0.3000,951,3988.0186,4.1935
0.3002,924.5,3873.655,4.19
0.3004,1049.5,4404.7515,4.197
0.3006,927,3888.7651,4.195
0.3008,825.5,3461.7344,4.1935
0.3010,733,3073.1025,4.1925
0.3012,753,3156.9526,4.1925
0.3014,758,3177.915,4.1925
0.3016,766,3212.2209,4.1935
0.3018,739,3098.2576,4.1925
